StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q15_3_TEXT,Q15_5_TEXT,Q15_4_TEXT,Q15_2_TEXT,Q15_1_TEXT,Q15_6_TEXT,Q17,Q18,Q18_8_TEXT,Q19,Q20,Q21,Q22,Q23_1,Q23_2,Q23_3,Q24_1,Q24_2,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28,Q29,Q30,Q31,Q32,Q33,Q34_1,Q34_2,Q34_3,Q34_4,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q41,Q42,Q43,Q44,Q45,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q48_1,Q48_2,Q49,Q50,Q51,Q52_1,Q52_2,Q52_3,Q52_4,Q52_5,Q52_6,Q52_7,Q52_8,Q53,Q53_7_TEXT,Q_UnansweredPercentage,Q_UnansweredQuestions,Eligible
2025-12-04 16:13:53,2025-12-04 16:14:05,0,50.48.194.2,10,11,0,2025-12-11 16:14:07,R_3saeHd8Ndp6GmaP,,,,,42.1254,-75.9664,qr,EN,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-04 16:15:59,2025-12-04 16:16:05,0,173.52.114.183,2,6,0,2025-12-11 16:16:12,R_6aoj9tlR0woobh7,,,,,40.821,-73.143,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-04 17:36:24,2025-12-04 17:36:26,0,174.244.144.159,2,2,0,2025-12-11 17:36:28,R_5RVLWQwLL6TaZde,,,,,40.6472,-73.9405,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-04 17:40:13,2025-12-04 17:50:16,0,47.230.19.188,83,603,0,2025-12-11 17:50:17,R_7M0sHKHi2WnK9Jr,,,,,40.7809,-73.9502,qr,EN,1,1,1,1,2,1,,New York ,2023,2,1,1 and a half ,1,"4,2",,2,,,,2 years,,,1,1,,1,2,2,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-04 19:31:03,2025-12-04 19:34:09,0,71.234.214.172,63,186,0,2025-12-11 19:34:10,R_6CDkriXp0xTHOZt,,,,,41.5695,-72.344,qr,EN,1,1,1,1,,1,,Connecticut ,2024,2,1,1,1,"3,2,1",,2,,,,,,,1,"5,4,1",,2,2,1,3,3,3,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03125,QID1,No
2025-12-04 22:18:30,2025-12-04 22:24:43,0,174.71.8.120,75,372,0,2025-12-11 22:24:51,R_5aHL4AYrEpsduql,,,,,41.1523,-96.0371,qr,EN,1,1,1,1,2,1,,Nebraska,2003,2,1,Almost 22,"2,1","3,5,2",,"2,1",,,,,,,1,"2,4,7,3,1,8",Autism,1,2,3,4,4,4,4,4,4,3,3,3,3,1,3,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 03:33:27,2025-12-05 03:33:56,0,182.84.215.158,10,28,0,2025-12-12 03:34:05,R_5lrZH8aAMa50ru8,,,,,34.7732,113.722,qr,EN,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 03:34:26,2025-12-05 03:35:30,0,198.181.40.198,10,64,0,2025-12-12 03:35:31,R_7LKNvSooYWmIgaB,,,,,34.0515,-118.2707,qr,EN,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 06:49:42,2025-12-05 06:50:05,0,174.216.210.89,10,23,0,2025-12-12 06:50:10,R_3NJpWLQN2AAIvId,,,,,40.6186,-73.9272,qr,EN,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 06:43:11,2025-12-05 07:09:55,0,172.225.132.109,83,1604,0,2025-12-12 07:12:28,R_6Lta4z6rTvx0sAf,,,,,40.7126,-74.0066,qr,EN,1,1,1,1,2,1,,NY,2020,2,1,Almost 6 years,1,"2,6",Young Adult Institute ,"4,2",,,2 years,6 years,,,1,"5,4,7,3,1",,2,2,2,4,4,5,5,4,4,4,1,4,2,3,5,2,1,5,5,4,5,5,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 08:52:04,2025-12-05 09:00:22,0,47.201.156.31,83,498,0,2025-12-12 09:00:23,R_6Ld7wO71hRaO41o,,,,,28.1939,-82.5918,qr,EN,1,1,1,1,2,1,,Florida,2002,2,1,23,1,"5,4,2,6",University; Interdisciplinary Evaluation Team (funded by Florida Dept of Education),6,,,,,,University; multidisciplinary Evaluation Clinic,1,"2,5,4,7,3,1,8",AAC ,1,2,3,4,4,5,5,4,4,4,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19047619047619047,"QID34,QID87,QID35,QID86,QID47,QID88,QID48,QID70",No
2025-12-05 10:47:37,2025-12-05 10:47:52,0,172.56.35.35,10,14,0,2025-12-12 10:48:00,R_8B5nJ02oYJep18q,,,,,40.7035,-73.9235,qr,EN,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 14:35:13,2025-12-05 14:35:15,0,71.190.131.89,2,1,0,2025-12-12 14:35:19,R_7QmIwGnFjRX31Z0,,,,,40.7684,-73.5254,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 14:49:01,2025-12-05 14:49:06,0,47.230.98.133,2,4,0,2025-12-12 14:49:07,R_52MmOdvcVowJE8C,,,,,40.8486,-73.9929,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 14:50:46,2025-12-05 14:50:48,0,66.108.246.230,2,1,0,2025-12-12 14:50:50,R_32Kn3SWmBFjubEN,,,,,40.7109,-73.7388,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-05 19:11:21,2025-12-05 19:11:23,0,72.80.127.232,2,2,0,2025-12-12 19:11:28,R_6DulhPmVzwQfiYp,,,,,40.781,-73.9501,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-08 06:05:38,2025-12-08 06:05:40,0,104.28.56.3,2,2,0,2025-12-15 06:06:02,R_5cU2QMqhSuecGpo,,,,,40.7126,-74.0066,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2025-12-15 11:04:02,2025-12-15 11:12:14,0,129.137.96.20,100,491,1,2025-12-15 11:12:15,R_1TC8sV6FeoLACsV,,,,,39.1256,-84.5127,qr,EN,1,1,1,1,2,1,,Illinois,2012,2,1,13,2,"3,5,2",,6,,,,,,university,1,"2,5,4,7,3,1",,1,5,2,4,4,4,4,4,4,3,1,1,1,1,1,1,1,2,2,1,2,2,3,3,3,3,4,3,3,3,2,2,4,3,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,3,4,4,4,4,4,3,4,3,4,3,5,5,2,2,2,2,2,2,2,4,3,2,2,2,2,1,4,4,2,2,2,3,2,1,1,4,4,2,3,1,2,3,3,3,3,3,"4,3",,0,,No
2025-12-16 09:00:49,2025-12-16 09:07:58,0,68.191.0.130,100,428,1,2025-12-16 09:07:58,R_1Uv4LGnXapwfLqx,,,,,34.8525,-82.4496,qr,EN,1,1,1,1,2,3,,Pennsylvania ,2010,2,1,15,"2,1","3,5,2",,3,Inpatient Behavioral Autism ,,,,,,1,"5,3",,1,3,2,3,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,5,5,5,5,5,5,5,4,4,5,4,3,5,5,5,5,5,5,5,5,"4,3,1,2,5",,0,,No
2025-12-18 09:38:17,2025-12-18 09:40:13,0,160.129.251.202,21,115,0,2025-12-25 09:40:28,R_6PUBawvkNRqnS4p,,,,,36.1081,-86.7738,qr,EN,1,1,1,1,2,1,,Oklahoma,2022,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No
2026-01-02 06:59:08,2026-01-02 07:10:55,0,47.199.229.130,100,707,1,2026-01-02 07:10:56,R_5BmS3boYS1FQCVL,,,,,28.0406,-82.3951,qr,EN,1,1,1,1,2,1,,Rhode Island ,2015,2,1,9-10,2,"3,5",,5,,"University clinic, 2.5 years",,,,,1,"2,5,4,6,7,3",,1,5,3,4,5,5,5,5,5,5,1,1,1,1,1,1,4,4,4,4,4,4,2,4,2,4,3,2,2,1,2,2,4,4,4,4,4,4,3,3,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,5,5,5,5,5,5,5,5,2,1,1,2,1,4,4,4,4,4,1,2,1,1,5,3,4,4,3,4,4,4,3,5,4,2,2,1,3,2,4,4,3,3,"4,3,1,2,5,6",,0,,No
